设备编号,下单时间,订单编号,购买数量（个）,手续费（元）,总金额（元）,支付状态,出货状态,收款方,退款金额（元）,购买用户,商品ID,商品详情,省市区,软件版本
112531,2018/4/30 22:55,112531qr15251001151105,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0q3NG6YFG7PJrF2x7QaS23E,商品0001,可口可乐X1;,广东省中山市,V2.1.55/1.2;rk3288
112657,2018/4/30 19:58,112657qr15250895096590,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0t1Iiu4imdMmWBeLdY0GKwE,商品0001,可口可乐X1;,广东省广州市番禺区,V3.0.38;rk3288;(900x1440)
112657,2018/4/30 17:26,112657qr15250803914099,1,0.03,2.5,微信,出货成功,鑫零售结算,0,ooCjVwHPz_xuuMWqMcvqK2YAjCOE,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112539,2018/4/30 16:26,112539qr15250768111957,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0n3Z8WVdeNH4iX78JAnNVTQ,商品0001,可口可乐X1;,广东省广州市番禺区,V3.0.38;rk3288;(900x1440)
112673,2018/4/30 13:39,112673qr15250667659247,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0t_qepcnYIyc_Ug53RkRWKs,商品0001,可口可乐X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112673,2018/4/30 13:14,112673qr15250652455454,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0u_2AiRVvRODIwSoIA5pe4o,商品0001,可口可乐X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112701,2018/4/29 14:43,112701qr15249842283261,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0l9ibDIf-H8dInhLOhcxk70,商品0001,可口可乐X1;,广东省中山市,V2.1.55/1.2;rk3288
112691,2018/4/29 14:28,112691qr15249833017881,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0hdF4mcX7WNix-DaX7y_jKg,商品0001,可口可乐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112637,2018/4/29 12:29,112637qr15249761462361,1,0.03,2.5,支付宝,出货成功,鑫零售结算,0,os-xL0nbckHghSUxS7YEZFGTp2Ps,商品0001,可口可乐 罐X1;,广东省广州市海珠区,V3.0.37;rk3288;(900x1440)
112637,2018/4/29 12:28,112637qr15249761129083,1,0.03,2.5,支付宝,出货成功,鑫零售结算,0,os-xL0q1cuLTdHYxBW-tCvJt1mGo,商品0001,可口可乐 罐X1;,广东省广州市海珠区,V3.0.37;rk3288;(900x1440)
112637,2018/4/29 12:26,112637qr15249759931954,1,0.03,2.5,支付宝,出货成功,鑫零售结算,0,os-xL0uBBePTPDRUG7bwTGleIch4,商品0001,可口可乐 罐X1;,广东省广州市海珠区,V3.0.37;rk3288;(900x1440)
112531,2018/4/29 1:09,112531qr15249353441848,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0ro9rDmLYV918zA27FrKSQs,商品0001,可口可乐X1;,广东省中山市,V2.1.55/1.2;rk3288
112536,2018/4/28 21:58,112536qr15249238984947,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0qJue7WbcsWTsN74qTco0AU,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112698,2018/4/28 21:19,112698qr15249215465944,1,0.03,3.0,支付宝,出货失败,鑫零售结算,0,os-xL0vaTVJMnXbjANsonIG1Nqkw,商品0001,可口可乐X1;,广东省中山市,V2.1.55/1.2;rk3288
112888,2018/4/28 21:04,112888qr15249206412466,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0vPtLTQra4g6DcQg43aXQEs,商品0001,可口可乐 罐X1;,广东省中山市,V2.1.61/1.2;rk3288
112535,2018/4/28 20:49,112535qr15249197561181,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0sx--FCIEsQ9IOuTOjtGoi4,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/28 20:48,112535qr15249197076326,1,0.03,2.5,微信,出货成功,鑫零售结算,0,ooCjVwGlFQbkRohFqp3RvbouV5yQ,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112879,2018/4/28 20:33,112879qr15249188358184,1,0.03,3.0,支付宝,出货成功,鑫零售结算,0,os-xL0pSy3XKw0STi4_c1kYuSbvk,商品0001,可口可乐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112657,2018/4/28 19:10,112657qr15249138218394,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0pRKm2eYlW8EMv6WQ_9c5sE,商品0001,可口可乐X1;,广东省广州市番禺区,V3.0.38;rk3288;(900x1440)
112657,2018/4/28 19:08,112657qr15249137243006,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0hsTgdOnJ6zMw9knx8_aPFM,商品0001,可口可乐X1;,广东省广州市番禺区,V3.0.38;rk3288;(900x1440)
112657,2018/4/28 19:07,112657qr15249136672422,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0oP8NMl0-eUlAjU055aGZFI,商品0001,可口可乐X1;,广东省广州市番禺区,V3.0.38;rk3288;(900x1440)
112534,2018/4/28 18:51,112534qr15249126808391,1,0.03,2.5,支付宝,出货成功,鑫零售结算,0,os-xL0oCVjfa7UoucXcRUHVbRN9o,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.38;rk3288;(900x1440)
112657,2018/4/28 18:04,112657qr15249098453809,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0nSR4dE1b1mKcbSK72nY0lA,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.38;rk3288;(900x1440)
112876,2018/4/28 17:48,112876qr15249089024921,1,0.03,3.0,微信,出货中,鑫零售结算,0,os-xL0lqOwEAfzRdYcx0uKn9JB6s,商品0001,可口可乐X1;,广东省东莞市,V3.0.35;rk3288;(900x1440)
112875,2018/4/28 17:31,112875qr15249079194822,1,0.03,3.0,微信,出货失败,鑫零售结算,0,os-xL0tqqA0RAPqeVOaoQa6vZ_sw,商品0001,可口可乐X1;,广东省东莞市,V3.0.35;rk3288;(900x1440)
112539,2018/4/28 13:08,112539qr15248921289465,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0gul3ONMr2Z6tjik8vjtOw4,商品0001,可口可乐X1;,广东省广州市海珠区,V3.0.37;rk3288;(900x1440)
112534,2018/4/28 8:15,112534qr15248746297694,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0qTAal6CbmU1Gp9JJINp4pU,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112531,2018/4/27 19:52,112531qr15248299904323,1,0.03,2.5,微信,出货成功,鑫零售结算,0,ooCjVwJPrjJTfP3hemfHXKy2B8Kg,商品0001,可口可乐X1;,广东省中山市,V2.1.55/1.2;rk3288
112535,2018/4/27 19:10,112535qr15248275156911,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0sRHb8gbTLd_RvDwNT0oMNE,商品0001,可口可乐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112659,2018/4/27 15:33,112659qr15248144179834,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0l1ZTCFhdHy8UIPewYxH4Xk,商品0001,可口可乐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112659,2018/4/27 15:32,112659qr15248143714571,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0smqCQZi3JiWqCv55CkxGAQ,商品0001,可口可乐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112659,2018/4/27 14:21,112659qr15248100905691,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0vi0x7Z4SkslhFuy-mPzXV8,商品0001,可口可乐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112659,2018/4/27 13:34,112659qr15248072473221,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0rOZVvRDaaRHfKWviPTDtOc,商品0001,可口可乐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112659,2018/4/27 13:33,112659qr15248072056755,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0p2KQ6HBzOeiCHYEbPvq9R4,商品0001,可口可乐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/27 13:21,112539qr15248065642597,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0sFIPOE7pdystkiymMESfgI,商品0001,可口可乐 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112531,2018/4/26 22:02,112531qr15247513884939,1,0.03,2.5,支付宝,出货成功,鑫零售结算,0,os-xL0huRwWg2wbICe6T4Ug2O-Ew,商品0001,可口可乐X1;,广东省中山市,V2.1.55/1.2;rk3288
112539,2018/4/26 18:13,112539qr15247376547579,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0j-nc2wTrDE_rR8bV3hy634,商品0001,可口可乐 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112531,2018/4/26 16:04,112531qr15247299357020,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0imLs0B4hz36F7-423EErHQ,商品0001,可口可乐X1;,广东省中山市,V2.1.55/1.2;rk3288
112535,2018/4/26 14:50,112535qr15247255117256,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0iOkHWD3_SWF7zlRNchbZEY,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/26 14:50,112535qr15247254891987,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0vtT4fCYUUt4RAG4iGpOhh8,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/26 14:49,112535qr15247254529350,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0vEbeDgGLVVLPwBaQuDKGUE,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112536,2018/4/26 14:27,112536qr15247241217851,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0lZiwMj03aBdJat0NP0MlOg,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112539,2018/4/26 14:23,112539qr15247238728460,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0ppslH8Z80nhcaHv2jeCOkA,商品0001,可口可乐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112534,2018/4/26 12:40,112534qr15247176639932,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0vZR50zo54Ra4vflWZnakNE,商品0001,可口可乐 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112535,2018/4/26 11:37,112535qr15247139431223,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0rSMwGfBomHqLgZ8yPa1Ggg,商品0001,可口可乐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112531,2018/4/26 0:57,112531qr15246754752079,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0mJ91H-yLfgi-a6jYOW6rHE,商品0001,可口可乐X1;,广东省中山市,V2.1.55/1.2;rk3288
112531,2018/4/26 0:56,112531qr15246754582110,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0nlZOEhHQVC2XCcJ0Op90uM,商品0001,可口可乐X1;,广东省中山市,V2.1.55/1.2;rk3288
112536,2018/4/25 16:53,112536qr15246465222592,1,0.03,2.5,支付宝,出货成功,鑫零售结算,0,ooCjVwJKF-J8D5GQBY-dgBiIE1-k,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112531,2018/4/25 15:21,112531qr15246409201963,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0pfLou58V8qPr4eeJlJ_v6U,商品0001,可口可乐X1;,广东省中山市,V2.1.55/1.2;rk3288
112534,2018/4/25 14:30,112534qr15246378907637,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0m8_hRtADLJTiIuifvPcAwU,商品0001,可口可乐 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112534,2018/4/25 14:29,112534qr15246378455283,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0hV2klTu1uHVBTIMOK9Sggk,商品0001,可口可乐 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/25 12:51,112539qr15246319103608,1,0.03,3.0,支付宝,出货成功,鑫零售结算,0,os-xL0obxFHZsUDH-Av5dKWO3z0M,商品0001,可口可乐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112637,2018/4/25 12:30,112637qr15246306328907,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0jtyh_gN19RHXSkjpkMV8U4,商品0001,可口可乐 罐X1;,广东省广州市海珠区,V3.0.37;rk3288;(900x1440)
112535,2018/4/24 19:23,112535qr15245690561099,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0vZ55Xq0ikgkYzKqixTlrvM,商品0001,可口可乐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112531,2018/4/24 16:58,112531qr15245603296742,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0hURgMgOweqsbqcOoBwxpbs,商品0001,可口可乐X1;,广东省中山市,V2.1.55/1.2;rk3288
112531,2018/4/24 16:58,112531qr15245603071944,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0hicIc9II6besjqC8LO7eqE,商品0001,可口可乐X1;,广东省中山市,V2.1.55/1.2;rk3288
112535,2018/4/24 16:50,112535qr15245598501672,1,0.03,3.0,支付宝,出货成功,鑫零售结算,0,os-xL0pmB_y6sgedRZqU8_Vdoy0Q,商品0001,可口可乐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112531,2018/4/24 14:23,112531qr15245510178661,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0oG1TseX6uJIFdrOeMKrBJE,商品0001,可口可乐X1;,广东省中山市,V2.1.55/1.2;rk3288
112535,2018/4/24 12:57,112535qr15245458871210,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0oBpDBgV8RGWe4A_WWq2tMg,商品0001,可口可乐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112534,2018/4/24 12:38,112534qr15245447595293,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0snuNxV2phBCDeIwF2LRDPQ,商品0001,可口可乐 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112534,2018/4/24 12:09,112534qr15245430146511,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0iS7vSv8EgW9w8fDRA9kJjI,商品0001,可口可乐 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112531,2018/4/23 19:24,112531qr15244826791609,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0i1JoskrinBqbJe3Zz4Ex9s,商品0001,可口可乐X1;,广东省中山市,V2.1.55/1.2;rk3288
112535,2018/4/23 17:49,112535qr15244769861917,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0rbqe1QATljOSs0BiX6efkM,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/23 16:57,112535qr15244738795907,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0pKrQNk-_0TnBVdtjq1GMC4,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112536,2018/4/23 15:55,112536qr15244701828839,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0mvuV9-wWPCRY4vxRhU73bM,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112536,2018/4/23 15:54,112536qr15244701531108,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0uTBvA0KJ_dIePG-Pq_SQIQ,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112534,2018/4/23 13:35,112534qr15244617415543,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0h-z-1B4RAXUx4KwzAO2Npc,商品0001,可口可乐 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112531,2018/4/23 11:28,112531qr15244541429770,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0va1USgFEqef5HHbIQDEfQI,商品0001,可口可乐X1;,广东省中山市,V2.1.55/1.2;rk3288
112535,2018/4/23 8:49,112535qr15244445895796,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0rNXxC-YWd5SGFqwd1u4AH4,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112531,2018/4/22 22:58,112531qr15244091409137,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0gHoPPcWIRXjIhBmPF0WB3Y,商品0001,可口可乐X1;,广东省中山市,V2.1.55/1.2;rk3288
112531,2018/4/22 22:50,112531qr15244086122622,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0s1otuBGx1jNTlBY3BH5IyA,商品0001,可口可乐X1;,广东省中山市,V2.1.55/1.2;rk3288
112535,2018/4/22 15:19,112535qr15243816226363,1,0.03,2.5,支付宝,出货成功,鑫零售结算,0,os-xL0r_SWzwjaduvXBpqkDnVu_4,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112537,2018/4/22 13:32,112537qr15243751573615,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0r6n4_8LxFM9_6xhddKq0D4,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112537,2018/4/22 13:18,112537qr15243743362309,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0l1dp3BuAU28rzSMQz1dzaY,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112537,2018/4/22 13:14,112537qr15243740919208,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0hkXCuosIrA1o6-mFNc7M60,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112537,2018/4/22 1:23,112537qr15243314178984,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0r9aP89jjpVnTMn61PpVniM,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112537,2018/4/22 1:22,112537qr15243313699604,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0jtCa48wJUiauQ2kHq0prpo,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112531,2018/4/21 23:03,112531qr15243230084727,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0vQT3IIAVGwcgIFv80aCpBY,商品0001,可口可乐X1;,广东省中山市,V2.1.55/1.2;rk3288
112535,2018/4/21 21:49,112535qr15243186195206,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0n4Ui9LkB91fa80T6BkdfHY,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/21 21:15,112535qr15243165711282,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0q-0hywMOUXskdL5FRB0Fms,商品0001,可口可乐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/21 19:13,112535qr15243092569719,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0t7ppnw2SRvp3MO65XZ_xt0,商品0001,可口可乐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112537,2018/4/21 17:39,112537qr15243035601563,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0i-H9KNW-qxRNIcb0bWmMeE,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112539,2018/4/21 14:55,112539qr15242937213513,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0oqm7jab9rtHwfuEAoHIJCE,商品0001,可口可乐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/21 14:54,112539qr15242936843727,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0gyLTusiOto_hlFDB5vubzU,商品0001,可口可乐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/21 14:54,112539qr15242936605295,1,0.03,3.0,微信,出货成功,鑫零售结算,0,ooCjVwGlFQbkRohFqp3RvbouV5yQ,商品0001,可口可乐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/21 14:53,112539qr15242936358036,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0t9bCnyOKarxmaA7XzwxqQc,商品0001,可口可乐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/21 14:52,112539qr15242935863473,1,0.03,3.0,微信,出货成功,鑫零售结算,0,ooCjVwEcjv61QIYmbX1D97EpoU_k,商品0001,可口可乐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/21 14:52,112539qr15242935462280,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0ob892i1zjitgmjGyXITv48,商品0001,可口可乐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/21 14:51,112539qr15242934813714,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0hmROpP1UTso2qBkkse2J6M,商品0001,可口可乐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/21 14:50,112539qr15242934126630,1,0.03,3.0,微信,出货成功,鑫零售结算,0,os-xL0rP7HoCzLu2Y9Cub3b9rvmQ,商品0001,可口可乐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112534,2018/4/21 13:00,112534qr15242868364254,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0n5lK3YsfI6TzeGn-8YARSE,商品0001,可口可乐 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112535,2018/4/20 19:16,112535qr15242229881721,1,0.03,3.0,支付宝,出货成功,鑫零售结算,0,os-xL0gFPOkH1M6tcRP0wYQQnS6A,商品0001,可口可乐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112537,2018/4/20 17:43,112537qr15242173981743,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0m4F5Ue9__HgoTYhXXhgc8c,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112534,2018/4/20 13:24,112534qr15242018477416,1,0.03,2.5,支付宝,出货成功,鑫零售结算,0,os-xL0iQVmDZHGF-yPAuoRLalrnU,商品0001,可口可乐 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112537,2018/4/19 22:10,112537qr15241470562210,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0sz2kQWqWa-ot_ogXEr6SfE,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112537,2018/4/19 22:09,112537qr15241469966920,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0nB4OVb4TBQb8y6OPW-kbQA,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112537,2018/4/19 22:09,112537qr15241469547759,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0mxDqX9naLZ6b-NJ3V2QEwc,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112534,2018/4/19 15:58,112534qr15241247339078,1,0.03,2.5,微信,出货成功,平台,0,os-xL0ivvEsnOaz3DDXdv2qx2Yew,商品0001,可口可乐 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112534,2018/4/19 11:33,112534qr15241088608561,1,0.03,2.5,支付宝,出货成功,平台,0,os-xL0hKixfXjcfG3q8mITIgyBtg,商品0001,可口可乐 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112535,2018/4/18 19:51,112535qr15240523102519,1,0.03,2.5,微信,出货成功,平台,0,os-xL0r6zEqSbM2NdPdYo9D19RBc,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/17 21:02,112535qr15239701723489,1,0.03,3.0,微信,出货成功,平台,0,os-xL0lUXBIqd3uMD3EkF9L9DVmM,商品0001,可口可乐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112539,2018/4/17 20:16,112539qr15239673867864,1,0.03,3.0,微信,出货成功,平台,0,os-xL0gTPOtYYtval3zp7gbdnYU8,商品0001,可口可乐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/17 16:24,112539qr15239534631971,1,0.03,2.5,支付宝,出货成功,平台,0,os-xL0rDaIYCoKbnwHESc5Oucjs4,商品0001,可口可乐 罐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/16 13:35,112539qr15238569163861,1,0.03,3.0,支付宝,出货成功,平台,0,os-xL0rgTm_YbZ9ObJJ03JFXuZ9A,商品0001,可口可乐X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112535,2018/4/14 21:43,112535qr15237133676292,1,0.03,3.0,微信,出货成功,平台,0,os-xL0lndgcvWCPiKtOYk0aWh1UI,商品0001,可口可乐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/14 18:59,112535qr15237035727895,1,0.03,2.5,微信,出货成功,平台,0,os-xL0i_Od9y25ogcgEfLoVasEwY,商品0001,可口可乐 罐X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112673,2018/4/30 22:50,112673qr15250998551741,1,0.05,5.0,微信,出货成功,鑫零售结算,0,ooCjVwAX4b9Mj-Fa569zuID-BZas,商品0002,旺仔牛奶X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112536,2018/4/30 20:42,112536qr15250921649352,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0gZg1FKxpkmM2VQaxoLkaLk,商品0002,旺仔牛奶X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112673,2018/4/30 19:11,112673qr15250866692080,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0jYalDsZn_zcdt0tJAPfYW4,商品0002,旺仔牛奶X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112537,2018/4/30 10:07,112537qr15250540677504,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0okcK1NSDtxFuY2Q5n9ii6Q,商品0002,旺仔牛奶X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112536,2018/4/30 9:32,112536qr15250519721044,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0v7zdNmsvMrvCgvPEv37vT8,商品0002,旺仔牛奶X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112537,2018/4/30 7:44,112537qr15250454605857,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0h_4PIDRdbFlq5be9sM8Qs8,商品0002,旺仔牛奶X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112673,2018/4/30 0:33,112673qr15250195841236,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0g7NQq0h9c7JM4Sul7gm-04,商品0002,旺仔牛奶X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
